house_mnnmb,house_nm,spl_loca,spl_scale,ovhspz_yn,regtare_yn,prceilsys_yn,rebdproj_yn,pubhusdist_yn,lrscl_hussdedist_yn,npln_prvpubhus_yn,model_no,house_stl,splyar,gnrl_spl_hh_cnt,specl_spl_hh_cnt,mltchdrn_hshld_cnt,nwwds_hshld_cnt,lfe_frst_hshld_cnt,oldparnts_hshld_cnt,instt_rcmn_cnt,instt_rcmn_etc_cnt,rlct_instt_cnt,spl_amt,loan_posbl_amt
2020000214,쌍용 더 플래티넘 오목천역,경기도 수원시 권선구 오목천동 482-2번지 일원,713,N,Y,N,Y,N,N,N,04,074.9600 ,100.3200,74,56,13,26,0,4,13,0,0,47920,23960.0
2020000214,쌍용 더 플래티넘 오목천역,경기도 수원시 권선구 오목천동 482-2번지 일원,713,N,Y,N,Y,N,N,N,03,059.9800B,81.1000,83,60,14,28,0,4,14,0,0,40540,20270.0
2020000214,쌍용 더 플래티넘 오목천역,경기도 수원시 권선구 오목천동 482-2번지 일원,713,N,Y,N,Y,N,N,N,02,059.9900A,81.9400,120,90,21,42,0,6,21,0,0,39440,19720.0
2020000227,영광 금호어울림 리더스,전라남도 영광 학정리 593번지 일원,278,N,N,N,N,N,N,N,02,084.8927P,112.7206,19,0,0,0,0,0,0,0,0,30560,18336.0
2020000227,영광 금호어울림 리더스,전라남도 영광 학정리 593번지 일원,278,N,N,N,N,N,N,N,01,084.8927 ,112.7206,143,116,27,54,0,8,27,0,0,27630,16578.0
2020000231,송도 에듀포레푸르지오(RC-2) 외국인임대 분양전환 아파트,"인천광역시 연수구 송도문화로84번길 24 (송도동, 송도 에듀포레 푸르지오)",118,N,N,N,N,N,Y,N,02,105.8980B,143.6620,60,0,0,0,0,0,0,0,0,66857,40114.2
2020000231,송도 에듀포레푸르지오(RC-2) 외국인임대 분양전환 아파트,"인천광역시 연수구 송도문화로84번길 24 (송도동, 송도 에듀포레 푸르지오)",118,N,N,N,N,N,Y,N,01,105.9190A,143.2320,58,0,0,0,0,0,0,0,0,66867,40120.2
2020000232,송도 베르디움퍼스트(RC-4) 외국인임대 분양전환 아파트,"인천광역시 연수구 송도문화로84번길 84 (송도동, 베르디움 더퍼스트)",148,N,N,N,N,N,Y,N,04,113.9012D,151.5611,30,0,0,0,0,0,0,0,0,65353,39211.8
2020000232,송도 베르디움퍼스트(RC-4) 외국인임대 분양전환 아파트,"인천광역시 연수구 송도문화로84번길 84 (송도동, 베르디움 더퍼스트)",148,N,N,N,N,N,Y,N,03,113.8722C,153.5555,61,0,0,0,0,0,0,0,0,65332,39199.2
2020000232,송도 베르디움퍼스트(RC-4) 외국인임대 분양전환 아파트,"인천광역시 연수구 송도문화로84번길 84 (송도동, 베르디움 더퍼스트)",148,N,N,N,N,N,Y,N,02,113.3964B,151.5826,29,0,0,0,0,0,0,0,0,65708,39424.8
2020000232,송도 베르디움퍼스트(RC-4) 외국인임대 분양전환 아파트,"인천광역시 연수구 송도문화로84번길 84 (송도동, 베르디움 더퍼스트)",148,N,N,N,N,N,Y,N,01,113.8408A,150.7986,28,0,0,0,0,0,0,0,0,66582,39949.2
2020000237,공주영우2단지 10년임대,"충청남도 공주시 원댕이길 8-10 (금학동, 영우마을2차 아파트)",7,N,N,N,N,N,N,N,01,081.8699A,92.2985,7,0,0,0,0,0,0,0,0,7729,4637.4
2020000238,봉덕2차 화성파크드림,대구광역시 남구 대덕로38길 46-1 (봉덕동),403,N,N,N,Y,N,N,N,03,084.9567A,109.9116,83,60,14,28,0,4,14,0,0,48600,29160.0
2020000238,봉덕2차 화성파크드림,대구광역시 남구 대덕로38길 46-1 (봉덕동),403,N,N,N,Y,N,N,N,02,074.9481 ,96.9067,71,51,12,24,0,3,12,0,0,44070,26442.0
2020000238,봉덕2차 화성파크드림,대구광역시 남구 대덕로38길 46-1 (봉덕동),403,N,N,N,Y,N,N,N,04,084.9762B,110.8082,41,30,7,14,0,2,7,0,0,47650,28590.0
2020000238,봉덕2차 화성파크드림,대구광역시 남구 대덕로38길 46-1 (봉덕동),403,N,N,N,Y,N,N,N,01,059.9878 ,78.1522,40,27,6,13,0,2,6,0,0,34800,20880.0
2020000245,"양주옥정 A-20(2), A-20(3) 10년공공임대주택리츠 잔여세대 입주자 및 예비입주자 모집공고 ",경기도 양주시 옥정로 153-15 (옥정동),340,N,N,N,N,N,Y,N,04,059.7800C,78.8450,15,0,0,0,0,0,0,0,0,4800,2880.0
2020000245,"양주옥정 A-20(2), A-20(3) 10년공공임대주택리츠 잔여세대 입주자 및 예비입주자 모집공고 ",경기도 양주시 옥정로 153-15 (옥정동),340,N,N,N,N,N,Y,N,07,074.9600A,95.8579,40,0,0,0,0,0,0,0,0,6500,3900.0
2020000245,"양주옥정 A-20(2), A-20(3) 10년공공임대주택리츠 잔여세대 입주자 및 예비입주자 모집공고 ",경기도 양주시 옥정로 153-15 (옥정동),340,N,N,N,N,N,Y,N,06,074.9900A,95.8963,19,0,0,0,0,0,0,0,0,6500,3900.0
2020000245,"양주옥정 A-20(2), A-20(3) 10년공공임대주택리츠 잔여세대 입주자 및 예비입주자 모집공고 ",경기도 양주시 옥정로 153-15 (옥정동),340,N,N,N,N,N,Y,N,08,084.9800A,108.6714,28,0,0,0,0,0,0,0,0,7800,4680.0
2020000245,"양주옥정 A-20(2), A-20(3) 10년공공임대주택리츠 잔여세대 입주자 및 예비입주자 모집공고 ",경기도 양주시 옥정로 153-15 (옥정동),340,N,N,N,N,N,Y,N,09,084.9600A,108.6458,14,0,0,0,0,0,0,0,0,7800,4680.0
2020000245,"양주옥정 A-20(2), A-20(3) 10년공공임대주택리츠 잔여세대 입주자 및 예비입주자 모집공고 ",경기도 양주시 옥정로 153-15 (옥정동),340,N,N,N,N,N,Y,N,10,084.9300B,108.6074,38,0,0,0,0,0,0,0,0,7800,4680.0
2020000245,"양주옥정 A-20(2), A-20(3) 10년공공임대주택리츠 잔여세대 입주자 및 예비입주자 모집공고 ",경기도 양주시 옥정로 153-15 (옥정동),340,N,N,N,N,N,Y,N,11,084.9900B,108.6841,38,0,0,0,0,0,0,0,0,7800,4680.0
2020000245,"양주옥정 A-20(2), A-20(3) 10년공공임대주택리츠 잔여세대 입주자 및 예비입주자 모집공고 ",경기도 양주시 옥정로 153-15 (옥정동),340,N,N,N,N,N,Y,N,01,059.9700A,79.0956,11,0,0,0,0,0,0,0,0,4800,2880.0
2020000245,"양주옥정 A-20(2), A-20(3) 10년공공임대주택리츠 잔여세대 입주자 및 예비입주자 모집공고 ",경기도 양주시 옥정로 153-15 (옥정동),340,N,N,N,N,N,Y,N,02,059.8200B,78.8977,31,0,0,0,0,0,0,0,0,4800,2880.0
2020000245,"양주옥정 A-20(2), A-20(3) 10년공공임대주택리츠 잔여세대 입주자 및 예비입주자 모집공고 ",경기도 양주시 옥정로 153-15 (옥정동),340,N,N,N,N,N,Y,N,03,059.8600B,78.9505,22,0,0,0,0,0,0,0,0,4800,2880.0
2020000245,"양주옥정 A-20(2), A-20(3) 10년공공임대주택리츠 잔여세대 입주자 및 예비입주자 모집공고 ",경기도 양주시 옥정로 153-15 (옥정동),340,N,N,N,N,N,Y,N,05,059.6400C,59.7800,84,0,0,0,0,0,0,0,0,4800,2880.0
2020000247,쌍용 더 플래티넘 해운대,부산광역시 해운대구 중동 1369-8번지 외 7번지,152,N,N,N,N,N,N,N,03,084.7030C,109.4560,33,24,5,11,0,2,6,0,0,57830,34698.0
2020000247,쌍용 더 플래티넘 해운대,부산광역시 해운대구 중동 1369-8번지 외 7번지,152,N,N,N,N,N,N,N,01,084.8350A,110.0632,34,23,6,11,0,1,5,0,0,57950,34770.0
2020000247,쌍용 더 플래티넘 해운대,부산광역시 해운대구 중동 1369-8번지 외 7번지,152,N,N,N,N,N,N,N,02,084.8883B,110.1874,21,17,4,8,0,1,4,0,0,59770,35862.0
2020000260,송추 북한산 경남아너스빌,경기도 양주시 장흥면 부곡리 524-2 일원,604,N,N,N,N,N,N,N,02,063.8561B,85.2699,44,16,3,6,0,1,6,0,0,28500,17100.0
2020000260,송추 북한산 경남아너스빌,경기도 양주시 장흥면 부곡리 524-2 일원,604,N,N,N,N,N,N,N,01,063.9377A,85.4876,275,103,18,37,0,11,37,0,0,29100,17460.0
2020000260,송추 북한산 경남아너스빌,경기도 양주시 장흥면 부곡리 524-2 일원,604,N,N,N,N,N,N,N,04,073.5335B,97.5639,25,7,1,3,0,0,3,0,0,32400,19440.0
2020000260,송추 북한산 경남아너스빌,경기도 양주시 장흥면 부곡리 524-2 일원,604,N,N,N,N,N,N,N,03,073.4387A,97.5186,98,36,6,13,0,4,13,0,0,33000,19800.0
2020000270,화성동탄(2) A40BL 10년공공임대리츠,경기도 화성시 금반1길 45 (반송동),310,N,N,N,N,N,Y,N,03,084.9600B,111.7009,40,0,0,0,0,0,0,0,0,8000,4800.0
2020000270,화성동탄(2) A40BL 10년공공임대리츠,경기도 화성시 금반1길 45 (반송동),310,N,N,N,N,N,Y,N,01,074.9900A,98.5928,120,0,0,0,0,0,0,0,0,6500,3900.0
2020000270,화성동탄(2) A40BL 10년공공임대리츠,경기도 화성시 금반1길 45 (반송동),310,N,N,N,N,N,Y,N,02,084.9600A,111.7009,150,0,0,0,0,0,0,0,0,8000,4800.0
2020000274,원주 세경3차 아파트,"강원도 원주시 백간길 63 (단계동, 세경3차아파트)",349,N,N,N,N,N,N,N,01,059.7600A,76.6810,129,220,35,70,70,10,35,0,0,7360,4416.0
2020000276,힐스테이트 송도 더스카이,인천광역시 연수구 인천타워대로 323 (송도동),1205,N,N,N,N,N,Y,N,07,157.7300C,217.6523,1,0,0,0,0,0,0,0,0,246440,147864.0
2020000276,힐스테이트 송도 더스카이,인천광역시 연수구 인천타워대로 323 (송도동),1205,N,N,N,N,N,Y,N,02,084.8957B,114.9862,54,54,10,21,0,3,10,10,0,76930,46158.0
2020000276,힐스테이트 송도 더스카이,인천광역시 연수구 인천타워대로 323 (송도동),1205,N,N,N,N,N,Y,N,03,102.8888A,139.7294,224,64,28,0,0,8,0,28,0,95050,57030.0
2020000276,힐스테이트 송도 더스카이,인천광역시 연수구 인천타워대로 323 (송도동),1205,N,N,N,N,N,Y,N,04,120.2763A,162.2339,306,90,39,0,0,12,0,39,0,121170,72702.0
2020000276,힐스테이트 송도 더스카이,인천광역시 연수구 인천타워대로 323 (송도동),1205,N,N,N,N,N,Y,N,05,157.3767A,214.2314,9,0,0,0,0,0,0,0,0,238760,143256.0
2020000276,힐스테이트 송도 더스카이,인천광역시 연수구 인천타워대로 323 (송도동),1205,N,N,N,N,N,Y,N,06,157.7300B,217.6523,1,0,0,0,0,0,0,0,0,249000,149400.0
2020000276,힐스테이트 송도 더스카이,인천광역시 연수구 인천타워대로 323 (송도동),1205,N,N,N,N,N,Y,N,08,175.9126A,237.8012,4,0,0,0,0,0,0,0,0,255600,153360.0
2020000276,힐스테이트 송도 더스카이,인천광역시 연수구 인천타워대로 323 (송도동),1205,N,N,N,N,N,Y,N,09,175.8554B,238.0010,2,0,0,0,0,0,0,0,0,256020,153612.0
2020000276,힐스테이트 송도 더스카이,인천광역시 연수구 인천타워대로 323 (송도동),1205,N,N,N,N,N,Y,N,01,084.8787A,115.6455,189,207,39,78,0,12,39,39,0,77380,46428.0
2020000277,인천검단신도시3차 노블랜드 리버파크,인천광역시 서구 검단신도시 AB10블럭,722,N,N,Y,N,N,Y,N,04,084.9815A,111.0012,36,22,5,11,0,1,5,0,0,45959,27575.4
2020000277,인천검단신도시3차 노블랜드 리버파크,인천광역시 서구 검단신도시 AB10블럭,722,N,N,Y,N,N,Y,N,05,084.9900B,110.5317,34,22,5,11,0,1,5,0,0,42996,25797.6
2020000277,인천검단신도시3차 노블랜드 리버파크,인천광역시 서구 검단신도시 AB10블럭,722,N,N,Y,N,N,Y,N,02,059.9834B,82.7478,73,59,14,27,0,4,14,0,0,33866,20319.6
2020000277,인천검단신도시3차 노블랜드 리버파크,인천광역시 서구 검단신도시 AB10블럭,722,N,N,Y,N,N,Y,N,01,059.9368A,83.1035,65,47,11,22,0,3,11,0,0,35700,21420.0
2020000277,인천검단신도시3차 노블랜드 리버파크,인천광역시 서구 검단신도시 AB10블럭,722,N,N,Y,N,N,Y,N,06,084.9968C,111.0402,66,50,12,23,0,3,12,0,0,41006,24603.6
2020000277,인천검단신도시3차 노블랜드 리버파크,인천광역시 서구 검단신도시 AB10블럭,722,N,N,Y,N,N,Y,N,03,059.9971C,82.6549,139,109,25,50,0,9,25,0,0,31123,18673.8
2020000286,힐스테이트 부평,인천광역시 부평구 경원대로1184번길 24 (십정동),837,N,N,N,Y,N,N,N,04,075.9500 ,99.1260,125,91,21,43,0,6,21,0,0,49980,29988.0
2020000286,힐스테이트 부평,인천광역시 부평구 경원대로1184번길 24 (십정동),837,N,N,N,Y,N,N,N,03,059.9800B,83.4730,108,78,18,37,0,5,18,0,0,41490,24894.0
2020000286,힐스테이트 부평,인천광역시 부평구 경원대로1184번길 24 (십정동),837,N,N,N,Y,N,N,N,02,059.9900A,82.8860,96,69,16,33,0,4,16,0,0,41980,25188.0
2020000286,힐스테이트 부평,인천광역시 부평구 경원대로1184번길 24 (십정동),837,N,N,N,Y,N,N,N,01,046.9800 ,73.1800,7,1,0,1,0,0,0,0,0,33370,20022.0
2020000286,힐스테이트 부평,인천광역시 부평구 경원대로1184번길 24 (십정동),837,N,N,N,Y,N,N,N,05,084.9900 ,109.1850,151,111,26,52,0,7,26,0,0,53980,32388.0
2020000292,한양수자인 디에스티지,전라남도 순천시 용당동 산175번지 일원,1252,N,N,N,N,N,N,N,05,084.9537C,110.6195,221,163,38,76,0,11,38,0,0,32800,19680.0
2020000292,한양수자인 디에스티지,전라남도 순천시 용당동 산175번지 일원,1252,N,N,N,N,N,N,N,07,110.9269 ,143.4347,95,13,10,0,0,3,0,0,0,44300,26580.0
2020000292,한양수자인 디에스티지,전라남도 순천시 용당동 산175번지 일원,1252,N,N,N,N,N,N,N,06,098.9550 ,128.3114,117,16,13,0,0,3,0,0,0,39700,23820.0
2020000292,한양수자인 디에스티지,전라남도 순천시 용당동 산175번지 일원,1252,N,N,N,N,N,N,N,04,084.9897B,110.8031,59,43,10,20,0,3,10,0,0,33450,20070.0
2020000292,한양수자인 디에스티지,전라남도 순천시 용당동 산175번지 일원,1252,N,N,N,N,N,N,N,03,084.9977A,110.6191,208,154,36,72,0,10,36,0,0,33450,20070.0
2020000292,한양수자인 디에스티지,전라남도 순천시 용당동 산175번지 일원,1252,N,N,N,N,N,N,N,02,079.9473B,104.0888,47,34,8,16,0,2,8,0,0,31500,18900.0
2020000292,한양수자인 디에스티지,전라남도 순천시 용당동 산175번지 일원,1252,N,N,N,N,N,N,N,01,079.9322A,104.2086,48,34,8,16,0,2,8,0,0,32100,19260.0
2020000295,영통자이,경기도 수원시 영통구 망포동 609-7번지 일원,653,N,Y,N,N,N,N,N,02,059.9826B,80.8946,99,73,17,34,0,5,17,0,0,44000,22000.0
2020000295,영통자이,경기도 수원시 영통구 망포동 609-7번지 일원,653,N,Y,N,N,N,N,N,03,075.2839A,100.4730,61,45,10,21,0,3,11,0,0,55100,27550.0
2020000295,영통자이,경기도 수원시 영통구 망포동 609-7번지 일원,653,N,Y,N,N,N,N,N,01,059.9614A,80.8242,214,161,38,75,0,11,37,0,0,44400,22200.0
2020000298,시흥장현 영무예다음,경기도 시흥장현 공공주택지구 B-9BL,747,N,N,Y,N,Y,Y,Y,03,084.3832C,108.6009,216,158,36,74,0,11,37,0,0,42720,25632.0
2020000298,시흥장현 영무예다음,경기도 시흥장현 공공주택지구 B-9BL,747,N,N,Y,N,Y,Y,Y,02,084.3852B,108.4717,57,39,9,19,0,2,9,0,0,42310,25386.0
2020000298,시흥장현 영무예다음,경기도 시흥장현 공공주택지구 B-9BL,747,N,N,Y,N,Y,Y,Y,01,084.1316A,108.6753,161,116,26,55,0,8,27,0,0,42520,25512.0
2020000299,김포한강센트럴블루힐(Ac-05),경기도　김포시　김포한강８로　１５（마산동，　한강센트럴블루힐）,410,N,N,N,N,Y,Y,N,03,084.8600A,114.0232,100,0,0,0,0,0,0,0,0,6900,4140.0
2020000299,김포한강센트럴블루힐(Ac-05),경기도　김포시　김포한강８로　１５（마산동，　한강센트럴블루힐）,410,N,N,N,N,Y,Y,N,02,074.7000B,100.3716,50,0,0,0,0,0,0,0,0,6500,3900.0
2020000299,김포한강센트럴블루힐(Ac-05),경기도　김포시　김포한강８로　１５（마산동，　한강센트럴블루힐）,410,N,N,N,N,Y,Y,N,01,074.9500A,100.7075,260,0,0,0,0,0,0,0,0,6500,3900.0
2020000300,반월당역 서한포레스트,대구광역시 중구 남산동 641-1번지 일원,163,N,N,N,N,N,N,N,01,069.9124 ,93.6533,24,14,3,7,0,1,3,0,0,45490,27294.0
2020000300,반월당역 서한포레스트,대구광역시 중구 남산동 641-1번지 일원,163,N,N,N,N,N,N,N,03,084.9504A,113.1324,19,12,3,6,0,0,3,0,0,52960,31776.0
2020000300,반월당역 서한포레스트,대구광역시 중구 남산동 641-1번지 일원,163,N,N,N,N,N,N,N,04,084.9779B,113.8169,31,18,4,9,0,1,4,0,0,52680,31608.0
2020000300,반월당역 서한포레스트,대구광역시 중구 남산동 641-1번지 일원,163,N,N,N,N,N,N,N,02,078.2488 ,104.4932,27,18,4,9,0,1,4,0,0,48840,29304.0
2020000301,수원호매실5단지 B-6BL,"경기도 수원시 권선구 금곡로 46 (금곡동, 수원호매실휴먼시아5단지아파트)",30,N,N,N,N,N,Y,N,01,074.9300 ,139.3124,10,0,0,0,0,0,0,0,0,8984,5390.4
2020000301,수원호매실5단지 B-6BL,"경기도 수원시 권선구 금곡로 46 (금곡동, 수원호매실휴먼시아5단지아파트)",30,N,N,N,N,N,Y,N,03,084.9500 ,157.9419,10,0,0,0,0,0,0,0,0,10047,6028.2
2020000301,수원호매실5단지 B-6BL,"경기도 수원시 권선구 금곡로 46 (금곡동, 수원호매실휴먼시아5단지아파트)",30,N,N,N,N,N,Y,N,02,074.9800 ,139.4054,10,0,0,0,0,0,0,0,0,8984,5390.4
2020000302,수원호매실15단지 B-7BL,"경기도 수원시 권선구 호매실로165번길 70 (호매실동, 수원호매실휴먼시아15단지아파트)",280,N,N,N,N,N,Y,N,05,084.9600J,164.1921,30,0,0,0,0,0,0,0,0,10047,6028.2
2020000302,수원호매실15단지 B-7BL,"경기도 수원시 권선구 호매실로165번길 70 (호매실동, 수원호매실휴먼시아15단지아파트)",280,N,N,N,N,N,Y,N,06,084.9800L,164.2307,70,0,0,0,0,0,0,0,0,10047,6028.2
2020000302,수원호매실15단지 B-7BL,"경기도 수원시 권선구 호매실로165번길 70 (호매실동, 수원호매실휴먼시아15단지아파트)",280,N,N,N,N,N,Y,N,01,074.9300G,144.8083,50,0,0,0,0,0,0,0,0,8984,5390.4
2020000302,수원호매실15단지 B-7BL,"경기도 수원시 권선구 호매실로165번길 70 (호매실동, 수원호매실휴먼시아15단지아파트)",280,N,N,N,N,N,Y,N,03,084.8700M,164.0183,70,0,0,0,0,0,0,0,0,10047,6028.2
2020000302,수원호매실15단지 B-7BL,"경기도 수원시 권선구 호매실로165번길 70 (호매실동, 수원호매실휴먼시아15단지아파트)",280,N,N,N,N,N,Y,N,02,074.9200H,144.7889,30,0,0,0,0,0,0,0,0,8984,5390.4
2020000302,수원호매실15단지 B-7BL,"경기도 수원시 권선구 호매실로165번길 70 (호매실동, 수원호매실휴먼시아15단지아파트)",280,N,N,N,N,N,Y,N,04,084.9700K,164.2114,30,0,0,0,0,0,0,0,0,10047,6028.2
2020000303,수원호매실14단지 B-3BL,"경기도 수원시 권선구 호매실로218번길 22 (호매실동, 호매실마을 14단지 벨섬시티)",110,N,N,N,N,N,Y,N,05,084.9400D,145.9817,50,0,0,0,0,0,0,0,0,8429,5057.4
2020000303,수원호매실14단지 B-3BL,"경기도 수원시 권선구 호매실로218번길 22 (호매실동, 호매실마을 14단지 벨섬시티)",110,N,N,N,N,N,Y,N,04,084.9400A,145.9817,10,0,0,0,0,0,0,0,0,8429,5057.4
2020000303,수원호매실14단지 B-3BL,"경기도 수원시 권선구 호매실로218번길 22 (호매실동, 호매실마을 14단지 벨섬시티)",110,N,N,N,N,N,Y,N,03,084.9200C,145.9473,20,0,0,0,0,0,0,0,0,8429,5057.4
2020000303,수원호매실14단지 B-3BL,"경기도 수원시 권선구 호매실로218번길 22 (호매실동, 호매실마을 14단지 벨섬시티)",110,N,N,N,N,N,Y,N,02,084.8500B,145.8271,10,0,0,0,0,0,0,0,0,8429,5057.4
2020000303,수원호매실14단지 B-3BL,"경기도 수원시 권선구 호매실로218번길 22 (호매실동, 호매실마을 14단지 벨섬시티)",110,N,N,N,N,N,Y,N,01,075.8400A,130.3420,20,0,0,0,0,0,0,0,0,7093,4255.8
2020000304,수원호매실13단지 A-4BL,"경기도 수원시 권선구 호매실로218번길 111 (호매실동, 호매실마을13단지)",20,N,N,N,N,N,Y,N,02,059.9700C,116.1170,10,0,0,0,0,0,0,0,0,7526,4515.6
2020000304,수원호매실13단지 A-4BL,"경기도 수원시 권선구 호매실로218번길 111 (호매실동, 호매실마을13단지)",20,N,N,N,N,N,Y,N,01,059.8100B,115.8070,10,0,0,0,0,0,0,0,0,7495,4497.0
2020000305,수원세류2단지 2BL,"경기도 수원시 권선구 세류로 39 (세류동, LH수원센트럴타운2단지)",3,N,N,N,N,N,Y,N,01,059.8800A,122.3861,3,0,0,0,0,0,0,0,0,4219,2531.4
2020000306,부평역 한라비발디 트레비앙,"인천광역시 부평구 동수북로 190 (부평동, 목련아파트)",96,N,N,N,Y,N,N,N,04,084.8660A,114.6020,12,11,2,5,0,1,3,0,0,56000,33600.0
2020000306,부평역 한라비발디 트레비앙,"인천광역시 부평구 동수북로 190 (부평동, 목련아파트)",96,N,N,N,Y,N,N,N,03,059.8840B,82.3800,1,1,0,0,0,1,0,0,0,41400,24840.0
2020000306,부평역 한라비발디 트레비앙,"인천광역시 부평구 동수북로 190 (부평동, 목련아파트)",96,N,N,N,Y,N,N,N,01,039.8860A,55.0240,18,14,3,6,0,1,4,0,0,27200,16320.0
2020000306,부평역 한라비발디 트레비앙,"인천광역시 부평구 동수북로 190 (부평동, 목련아파트)",96,N,N,N,Y,N,N,N,02,059.8250A,81.6190,2,1,0,1,0,0,0,0,0,41000,24600.0
2020000306,부평역 한라비발디 트레비앙,"인천광역시 부평구 동수북로 190 (부평동, 목련아파트)",96,N,N,N,Y,N,N,N,06,084.8710C,115.2830,13,12,3,5,0,1,3,0,0,56300,33780.0
2020000306,부평역 한라비발디 트레비앙,"인천광역시 부평구 동수북로 190 (부평동, 목련아파트)",96,N,N,N,Y,N,N,N,05,084.4470B,115.1790,7,4,1,2,0,0,1,0,0,56200,33720.0
2020000307,순천금호어울림더파크2차,전라남도 순천시 서면 선평리 613번지 일원,349,N,N,N,N,N,N,N,04,084.9578D,109.0138,19,12,3,6,0,0,3,0,0,30640,18384.0
2020000307,순천금호어울림더파크2차,전라남도 순천시 서면 선평리 613번지 일원,349,N,N,N,N,N,N,N,01,084.9896A,109.7084,113,81,19,38,0,5,19,0,0,30920,18552.0
2020000307,순천금호어울림더파크2차,전라남도 순천시 서면 선평리 613번지 일원,349,N,N,N,N,N,N,N,02,084.8361B,108.7111,21,14,3,7,0,1,3,0,0,30790,18474.0
2020000307,순천금호어울림더파크2차,전라남도 순천시 서면 선평리 613번지 일원,349,N,N,N,N,N,N,N,03,084.9960C,109.3433,21,14,3,7,0,1,3,0,0,31070,18642.0
2020000307,순천금호어울림더파크2차,전라남도 순천시 서면 선평리 613번지 일원,349,N,N,N,N,N,N,N,05,099.5081 ,125.6857,48,6,5,0,0,1,0,0,0,36600,21960.0
2020000308,탑동 힐데스하임,충청북도 청주시 상당구 탑동로11번길 40 (탑동),1105,N,N,N,Y,N,N,N,02,080.9480 ,108.3420,31,18,4,9,0,1,4,0,0,29400,17640.0
